company,mdate,WorkingCapital_TotalAssets,RetainedEarnings_TotalAssets,CashFlow_TotalDebt,TotalDebt_TotalAssets,CurrentRatio,stock_prefix
2867 三商壽,2024/12,0.214557942,-0.005935442,-0.026125801,0.974508837,1.305223802,28
2867 三商壽,2024/06,0.214557942,-0.002265191,0.0140703,0.970759008,1.305223802,28
2867 三商壽,2023/12,0.214557942,-0.006516526,-0.027020846,0.973754196,1.305223802,28
2867 三商壽,2023/06,0.214557942,-0.001605551,-0.013882246,0.974697702,1.305223802,28
2867 三商壽,2022/12,0.214557942,0.00296489,-0.04658614,0.980216983,1.305223802,28
2867 三商壽,2022/06,0.214557942,0.011194159,-0.02668361,0.981828629,1.305223802,28
2867 三商壽,2021/12,0.214557942,0.016344646,0.046381849,0.970413141,1.305223802,28
2867 三商壽,2021/06,0.214557942,0.017797773,0.027988918,0.967804668,1.305223802,28
2867 三商壽,2020/12,0.214557942,0.016189383,0.061581265,0.968545998,1.305223802,28
2867 三商壽,2020/06,0.214557942,0.01683236,0.023877159,0.968178579,1.305223802,28
2867 三商壽,2019/12,0.214557942,0.016138615,0.076679082,0.966238509,1.305223802,28
2867 三商壽,2019/06,0.214557942,0.013903582,0.044502436,0.970214962,1.305223802,28
2867 三商壽,2018/12,0.214557942,0.011329835,0.016271472,0.977185604,1.305223802,28
2867 三商壽,2018/06,0.214557942,0.013886918,0.029223235,0.967104097,1.305223802,28
2867 三商壽,2017/12,0.214557942,0.015834731,0.100296222,0.962758403,1.305223802,28
2867 三商壽,2017/06,0.214557942,0.01604022,0.050598785,0.963418172,1.305223802,28
2867 三商壽,2016/12,0.214557942,0.01584631,0.101817828,0.967092622,1.305223802,28
2867 三商壽,2016/06,0.214557942,0.016627342,0.044971827,0.966180229,1.305223802,28
2867 三商壽,2015/12,0.214557942,0.014053398,0.057641278,0.968534254,1.305223802,28
2867 三商壽,2015/06,0.214557942,0.015143522,0.004137134,0.966656885,1.305223802,28
2867 三商壽,2014/12,0.214557942,0.013939763,0.091980144,0.96748978,1.305223802,28
2867 三商壽,2014/06,0.214557942,0.01310022,0.053366303,0.96594001,1.305223802,28
2880 華南金,2024/12,0.214557942,0.017131409,0.01015312,0.948106618,1.305223802,28
2880 華南金,2024/06,0.214557942,0.01406861,-0.006910276,0.950155804,1.305223802,28
2880 華南金,2023/12,0.214557942,0.016526903,-0.005835069,0.946247948,1.305223802,28
2880 華南金,2023/06,0.214557942,0.013890369,-0.013691634,0.948737838,1.305223802,28
2880 華南金,2022/12,0.214557942,0.013463874,0.012865891,0.94908571,1.305223802,28
2880 華南金,2022/06,0.214557942,0.010956633,0.000564472,0.950914263,1.305223802,28
2880 華南金,2021/12,0.214557942,0.012922324,-0.008158163,0.942008241,1.305223802,28
2880 華南金,2021/06,0.214557942,0.013102364,-0.021589537,0.939461115,1.305223802,28
2880 華南金,2020/12,0.214557942,0.010851145,0.024001756,0.938923205,1.305223802,28
2880 華南金,2020/06,0.214557942,0.009276005,0.00920869,0.936474524,1.305223802,28
2880 華南金,2019/12,0.214557942,0.014545135,-0.005998009,0.930925138,1.305223802,28
2880 華南金,2019/06,0.214557942,0.012256817,-0.00796548,0.932000326,1.305223802,28
2880 華南金,2018/12,0.214557942,0.01385195,-0.006836247,0.935117675,1.305223802,28
2880 華南金,2018/06,0.214557942,0.011584706,-0.010595302,0.9364968,1.305223802,28
2880 華南金,2017/12,0.214557942,0.013800299,0.008168824,0.936180577,1.305223802,28
2880 華南金,2017/06,0.214557942,0.011758701,0.007293689,0.937469894,1.305223802,28
2880 華南金,2016/12,0.214557942,0.014322453,-0.031331223,0.937554244,1.305223802,28
2880 華南金,2016/06,0.214557942,0.012182108,-0.023542515,0.937788408,1.305223802,28
2880 華南金,2015/12,0.214557942,0.014948288,0.033664314,0.934872114,1.305223802,28
2880 華南金,2015/06,0.214557942,0.012808317,-0.002916854,0.935724518,1.305223802,28
2880 華南金,2014/12,0.214557942,0.014627466,0.014164658,0.936308351,1.305223802,28
2880 華南金,2014/06,0.214557942,0.012295077,0.01542757,0.937414889,1.305223802,28
2881 富邦金,2024/12,0.214557942,0.053499073,0.006973298,0.919966036,1.305223802,28
2881 富邦金,2024/06,0.214557942,0.048891486,-0.001649029,0.919085705,1.305223802,28
2881 富邦金,2023/12,0.214557942,0.047374161,-0.008250114,0.92647372,1.305223802,28
2881 富邦金,2023/06,0.214557942,0.045849608,-0.022977413,0.931255703,1.305223802,28
2881 富邦金,2022/12,0.214557942,0.045443461,0.014502308,0.945823348,1.305223802,28
2881 富邦金,2022/06,0.214557942,0.048071753,0.00394426,0.938283657,1.305223802,28
2881 富邦金,2021/12,0.214557942,0.045590894,0.003409715,0.906298335,1.305223802,28
2881 富邦金,2021/06,0.214557942,0.042143963,-0.005049535,0.912257921,1.305223802,28
2881 富邦金,2020/12,0.214557942,0.040004972,0.006007355,0.915973089,1.305223802,28
2881 富邦金,2020/06,0.214557942,0.03650626,-0.011901042,0.931328744,1.305223802,28
2881 富邦金,2019/12,0.214557942,0.036376404,0.016963214,0.927502584,1.305223802,28
2881 富邦金,2019/06,0.214557942,0.03540081,-0.003781243,0.930360065,1.305223802,28
2881 富邦金,2018/12,0.214557942,0.036250826,-0.000437041,0.93923236,1.305223802,28
2881 富邦金,2018/06,0.214557942,0.037103931,-0.01693326,0.929626588,1.305223802,28
2881 富邦金,2017/12,0.214557942,0.039171593,0.000422897,0.929362729,1.305223802,28
2881 富邦金,2017/06,0.214557942,0.035801256,-0.009544575,0.932035539,1.305223802,28
2881 富邦金,2016/12,0.214557942,0.03755859,-0.003956262,0.932752635,1.305223802,28
2881 富邦金,2016/06,0.214557942,0.034869019,-0.005244023,0.927715761,1.305223802,28
2881 富邦金,2015/12,0.214557942,0.035341033,0.037734351,0.937189385,1.305223802,28
2881 富邦金,2015/06,0.214557942,0.03427818,0.012376194,0.92974799,1.305223802,28
2881 富邦金,2014/12,0.214557942,0.033051997,-0.010577249,0.923476754,1.305223802,28
2881 富邦金,2014/06,0.214557942,0.028827053,-0.011109595,0.923456522,1.305223802,28
2882 國泰金,2024/12,0.214557942,0.042239482,-0.002297103,0.934152916,1.305223802,28
2882 國泰金,2024/06,0.214557942,0.040757974,0.005037332,0.932906355,1.305223802,28
2882 國泰金,2023/12,0.214557942,0.039161056,-0.004933489,0.937441408,1.305223802,28
2882 國泰金,2023/06,0.214557942,0.038057391,0.012379367,0.943303627,1.305223802,28
2882 國泰金,2022/12,0.214557942,0.037681367,-0.002291168,0.949323682,1.305223802,28
2882 國泰金,2022/06,0.214557942,0.040964041,-0.016319634,0.961030691,1.305223802,28
2882 國泰金,2021/12,0.214557942,0.041225808,0.006789645,0.921165238,1.305223802,28
2882 國泰金,2021/06,0.214557942,0.037803752,0.008247286,0.920712017,1.305223802,28
2882 國泰金,2020/12,0.214557942,0.03392264,0.019529402,0.917375649,1.305223802,28
2882 國泰金,2020/06,0.214557942,0.031766973,0.010909912,0.923915282,1.305223802,28
2882 國泰金,2019/12,0.214557942,0.032415983,0.018403281,0.922306017,1.305223802,28
2882 國泰金,2019/06,0.214557942,0.030706963,0.02070724,0.928247649,1.305223802,28
2882 國泰金,2018/12,0.214557942,0.030990962,-0.009950976,0.942621287,1.305223802,28
2882 國泰金,2018/06,0.214557942,0.030073975,0.005162932,0.934883817,1.305223802,28
2882 國泰金,2017/12,0.214557942,0.032092204,0.014774472,0.931180248,1.305223802,28
2882 國泰金,2017/06,0.214557942,0.029972343,0.026179271,0.933547891,1.305223802,28
2882 國泰金,2016/12,0.214557942,0.031061285,-0.004216404,0.934872149,1.305223802,28
2882 國泰金,2016/06,0.214557942,0.028043197,0.002005494,0.941512195,1.305223802,28
2882 國泰金,2015/12,0.214557942,0.030413025,-0.029400434,0.939085253,1.305223802,28
2882 國泰金,2015/06,0.214557942,0.025105211,-0.010414036,0.939192907,1.305223802,28
2882 國泰金,2014/12,0.214557942,0.023474962,0.023756916,0.936770232,1.305223802,28
2882 國泰金,2014/06,0.214557942,0.022029156,0.018017662,0.936519193,1.305223802,28
2883 凱基金,2024/12,0.214557942,0.027948203,-0.006381,0.922169673,1.305223802,28
2883 凱基金,2024/06,0.214557942,0.02375327,-0.015168634,0.923821699,1.305223802,28
2883 凱基金,2023/12,0.214557942,0.023125102,-0.017640125,0.927923423,1.305223802,28
2883 凱基金,2023/06,0.214557942,0.020510582,-0.014334237,0.933688906,1.305223802,28
2883 凱基金,2022/12,0.214557942,0.018260528,0.00299035,0.940973531,1.305223802,28
2883 凱基金,2022/06,0.214557942,0.017585145,-0.019843259,0.946355326,1.305223802,28
2883 凱基金,2021/12,0.214557942,0.018029011,0.020686685,0.915252597,1.305223802,28
2883 凱基金,2021/06,0.214557942,0.015016539,0.000124694,0.911133489,1.305223802,28
2883 凱基金,2020/12,0.214557942,0.009954672,0.052735754,0.903154866,1.305223802,28
2883 凱基金,2020/06,0.214557942,0.00771157,0.031691627,0.912472473,1.305223802,28
2883 凱基金,2019/12,0.214557942,0.010232485,0.044841311,0.902069062,1.305223802,28
2883 凱基金,2019/06,0.214557942,0.008837153,0.020345175,0.905282019,1.305223802,28
2883 凱基金,2018/12,0.214557942,0.008129953,0.047557207,0.917741671,1.305223802,28
2883 凱基金,2018/06,0.214557942,0.007504344,0.017698063,0.914790305,1.305223802,28
2883 凱基金,2017/12,0.214557942,0.008723069,0.028424974,0.895832143,1.305223802,28
2883 凱基金,2017/06,0.214557942,0.013823454,-0.024085083,0.822986167,1.305223802,28
2883 凱基金,2016/12,0.214557942,0.018828546,-0.049155378,0.812712952,1.305223802,28
2883 凱基金,2016/06,0.214557942,0.01444952,-0.078931808,0.818923566,1.305223802,28
2883 凱基金,2015/12,0.214557942,0.021353122,-0.057933473,0.805276331,1.305223802,28
2883 凱基金,2015/06,0.214557942,0.016996785,-0.103674317,0.816565732,1.305223802,28
2883 凱基金,2014/12,0.214557942,0.021178177,-0.003854368,0.808607727,1.305223802,28
2883 凱基金,2014/06,0.214557942,0.018000845,0.025644163,0.772575306,1.305223802,28
2884 玉山金,2024/12,0.214557942,0.01295046,0.015543332,0.937694308,1.305223802,28
2884 玉山金,2024/06,0.214557942,0.009820739,0.00792278,0.939476072,1.305223802,28
2884 玉山金,2023/12,0.214557942,0.01285864,-0.000721631,0.935021572,1.305223802,28
2884 玉山金,2023/06,0.214557942,0.009993908,-0.002185542,0.937390153,1.305223802,28
2884 玉山金,2022/12,0.214557942,0.009619669,0.014657691,0.943357514,1.305223802,28
2884 玉山金,2022/06,0.214557942,0.007617783,0.005051471,0.94504758,1.305223802,28
2884 玉山金,2021/12,0.214557942,0.011170779,0.012830789,0.939835914,1.305223802,28
2884 玉山金,2021/06,0.214557942,0.013828344,0.004525206,0.935772609,1.305223802,28
2884 玉山金,2020/12,0.214557942,0.010197433,0.005653377,0.938890922,1.305223802,28
2884 玉山金,2020/06,0.214557942,0.008267406,0.003912704,0.935755113,1.305223802,28
2884 玉山金,2019/12,0.214557942,0.012687435,0.003510945,0.930682037,1.305223802,28
2884 玉山金,2019/06,0.214557942,0.009024192,-0.001009508,0.931090412,1.305223802,28
2884 玉山金,2018/12,0.214557942,0.011639099,0.004475425,0.930006553,1.305223802,28
2884 玉山金,2018/06,0.214557942,0.0087367,-0.005777169,0.929388394,1.305223802,28
2884 玉山金,2017/12,0.214557942,0.010611377,0.012122767,0.928196456,1.305223802,28
2884 玉山金,2017/06,0.214557942,0.007842202,0.007118462,0.928316181,1.305223802,28
2884 玉山金,2016/12,0.214557942,0.010509178,0.000141186,0.931443324,1.305223802,28
2884 玉山金,2016/06,0.214557942,0.007659408,-0.002609208,0.932189528,1.305223802,28
2884 玉山金,2015/12,0.214557942,0.010282267,0.011868814,0.931469611,1.305223802,28
2884 玉山金,2015/06,0.214557942,0.007305197,-0.002167421,0.932238692,1.305223802,28
2884 玉山金,2014/12,0.214557942,0.00964221,0.005117695,0.931291883,1.305223802,28
2884 玉山金,2014/06,0.214557942,0.006644347,-0.002936539,0.932784926,1.305223802,28
2885 元大金,2024/12,0.214557942,0.037273434,-0.031766312,0.909613092,1.305223802,28
2885 元大金,2024/06,0.214557942,0.0328944,-0.022180253,0.911642931,1.305223802,28
2885 元大金,2023/12,0.214557942,0.035463001,-0.011860701,0.906514717,1.305223802,28
2885 元大金,2023/06,0.214557942,0.032576239,-0.030894884,0.910834734,1.305223802,28
2885 元大金,2022/12,0.214557942,0.033258031,0.002894528,0.908033154,1.305223802,28
2885 元大金,2022/06,0.214557942,0.030518575,-0.017889851,0.912146802,1.305223802,28
2885 元大金,2021/12,0.214557942,0.033531033,0.014176464,0.904373847,1.305223802,28
2885 元大金,2021/06,0.214557942,0.028892764,-0.017959502,0.908044135,1.305223802,28
2885 元大金,2020/12,0.214557942,0.02955942,0.010577726,0.900781468,1.305223802,28
2885 元大金,2020/06,0.214557942,0.026635984,0.006830197,0.900597371,1.305223802,28
2885 元大金,2019/12,0.214557942,0.028870877,0.02190353,0.896365655,1.305223802,28
2885 元大金,2019/06,0.214557942,0.025314923,-0.005251039,0.898494978,1.305223802,28
2885 元大金,2018/12,0.214557942,0.0262837,0.004784065,0.896445172,1.305223802,28
2885 元大金,2018/06,0.214557942,0.022743939,-0.020296377,0.901213759,1.305223802,28
2885 元大金,2017/12,0.214557942,0.022398241,-0.056834869,0.899677595,1.305223802,28
2885 元大金,2017/06,0.214557942,0.01873594,-0.046806882,0.901029314,1.305223802,28
2885 元大金,2016/12,0.214557942,0.018703437,0.008890978,0.898348936,1.305223802,28
2885 元大金,2016/06,0.214557942,0.016178977,0.011456141,0.894817322,1.305223802,28
2885 元大金,2015/12,0.214557942,0.020284896,-0.0515331,0.872762363,1.305223802,28
2885 元大金,2015/06,0.214557942,0.019333143,-0.040378391,0.870086629,1.305223802,28
2885 元大金,2014/12,0.214557942,0.023317167,-0.022818015,0.856755323,1.305223802,28
2885 元大金,2014/06,0.214557942,0.021126158,-0.004355037,0.851180933,1.305223802,28
2886 兆豐金,2024/12,0.214557942,0.029451743,-0.00114916,0.922073088,1.305223802,28
2886 兆豐金,2024/06,0.214557942,0.026555873,-0.008402812,0.923335068,1.305223802,28
2886 兆豐金,2023/12,0.214557942,0.027819686,0.0062939,0.923588389,1.305223802,28
2886 兆豐金,2023/06,0.214557942,0.025580439,-0.008314321,0.926100027,1.305223802,28
2886 兆豐金,2022/12,0.214557942,0.02648189,0.012221797,0.926173261,1.305223802,28
2886 兆豐金,2022/06,0.214557942,0.022642168,0.01309213,0.931712515,1.305223802,28
2886 兆豐金,2021/12,0.214557942,0.027120754,0.023662708,0.921214488,1.305223802,28
2886 兆豐金,2021/06,0.214557942,0.023494626,0.008528702,0.924806736,1.305223802,28
2886 兆豐金,2020/12,0.214557942,0.028059437,-0.046946587,0.915311963,1.305223802,28
2886 兆豐金,2020/06,0.214557942,0.024979304,-0.008180871,0.917735858,1.305223802,28
2886 兆豐金,2019/12,0.214557942,0.029186906,0.018988705,0.912024693,1.305223802,28
2886 兆豐金,2019/06,0.214557942,0.026294931,0.029202119,0.913338816,1.305223802,28
2886 兆豐金,2018/12,0.214557942,0.028959241,-0.011964659,0.911278893,1.305223802,28
2886 兆豐金,2018/06,0.214557942,0.025757099,-0.022528079,0.91432985,1.305223802,28
2886 兆豐金,2017/12,0.214557942,0.026743996,0.042819711,0.915965328,1.305223802,28
2886 兆豐金,2017/06,0.214557942,0.025293502,0.03436238,0.914257891,1.305223802,28
2886 兆豐金,2016/12,0.214557942,0.02709774,0.005246156,0.9120344,1.305223802,28
2886 兆豐金,2016/06,0.214557942,0.023153419,0.020397185,0.915251055,1.305223802,28
2886 兆豐金,2015/12,0.214557942,0.026003393,0.01407565,0.913651985,1.305223802,28
2886 兆豐金,2015/06,0.214557942,0.023827418,-0.021445486,0.919421534,1.305223802,28
2886 兆豐金,2014/12,0.214557942,0.023728293,0.026938582,0.920229849,1.305223802,28
2886 兆豐金,2014/06,0.214557942,0.020948946,-0.015461839,0.918939493,1.305223802,28
2887 台新金,2024/12,0.214557942,0.015225986,-0.009321316,0.930445129,1.305223802,28
2887 台新金,2024/06,0.214557942,0.012284947,-0.014037846,0.932012283,1.305223802,28
2887 台新金,2023/12,0.214557942,0.014282599,-0.003321772,0.928667345,1.305223802,28
2887 台新金,2023/06,0.214557942,0.012652581,-0.010979388,0.929810138,1.305223802,28
2887 台新金,2022/12,0.214557942,0.014909515,0.026058572,0.926615495,1.305223802,28
2887 台新金,2022/06,0.214557942,0.010983593,-0.00170126,0.929281654,1.305223802,28
2887 台新金,2021/12,0.214557942,0.015403014,2.72876E-05,0.921155598,1.305223802,28
2887 台新金,2021/06,0.214557942,0.018225443,-0.009246698,0.91981281,1.305223802,28
2887 台新金,2020/12,0.214557942,0.014198517,0.003511298,0.915253022,1.305223802,28
2887 台新金,2020/06,0.214557942,0.011547872,-0.012183246,0.914316396,1.305223802,28
2887 台新金,2019/12,0.214557942,0.013443391,0.021747664,0.911854796,1.305223802,28
2887 台新金,2019/06,0.214557942,0.010930902,0.01946907,0.910325011,1.305223802,28
2887 台新金,2018/12,0.214557942,0.012372521,-0.010177035,0.902334442,1.305223802,28
2887 台新金,2018/06,0.214557942,0.00978638,-0.007041208,0.911505843,1.305223802,28
2887 台新金,2017/12,0.214557942,0.012580302,-0.009672666,0.9074097,1.305223802,28
2887 台新金,2017/06,0.214557942,0.009448486,-0.010764723,0.906532197,1.305223802,28
2887 台新金,2016/12,0.214557942,0.011446715,0.009712699,0.905594812,1.305223802,28
2887 台新金,2016/06,0.214557942,0.008970105,0.00415406,0.920924121,1.305223802,28
2887 台新金,2015/12,0.214557942,0.012383104,-0.0126996,0.917801993,1.305223802,28
2887 台新金,2015/06,0.214557942,0.010072193,-0.019520289,0.915060838,1.305223802,28
2887 台新金,2014/12,0.214557942,0.005272872,-0.004121111,0.917434452,1.305223802,28
2887 台新金,2014/06,0.214557942,0.004863556,-0.020455956,0.931108686,1.305223802,28
2888 新光金,2024/12,0.214557942,0.021828639,-0.006297078,0.944812202,1.305223802,28
2888 新光金,2024/06,0.214557942,0.021512963,-0.002025644,0.947107396,1.305223802,28
2888 新光金,2023/12,0.214557942,0.017930819,-0.008229772,0.950311081,1.305223802,28
2888 新光金,2023/06,0.214557942,0.01776078,-0.008229304,0.952148864,1.305223802,28
2888 新光金,2022/12,0.214557942,0.019274398,0.005957223,0.956268222,1.305223802,28
2888 新光金,2022/06,0.214557942,0.019908315,0.003291033,0.957018097,1.305223802,28
2888 新光金,2021/12,0.214557942,0.02098836,-0.002609672,0.943784931,1.305223802,28
2888 新光金,2021/06,0.214557942,0.021038123,-0.000346961,0.945581615,1.305223802,28
2888 新光金,2020/12,0.214557942,0.018595604,-0.02281972,0.944555429,1.305223802,28
2888 新光金,2020/06,0.214557942,0.020922002,-0.010966848,0.944465635,1.305223802,28
2888 新光金,2019/12,0.214557942,0.021189032,0.041605647,0.940959382,1.305223802,28
2888 新光金,2019/06,0.214557942,0.019550647,0.012680491,0.942262152,1.305223802,28
2888 新光金,2018/12,0.214557942,0.007126136,-0.014883105,0.96036261,1.305223802,28
2888 新光金,2018/06,0.214557942,0.009381928,-0.000418036,0.952591184,1.305223802,28
2888 新光金,2017/12,0.214557942,0.012446461,-0.001780695,0.953914687,1.305223802,28
2888 新光金,2017/06,0.214557942,0.010638969,-0.005493397,0.954810895,1.305223802,28
2888 新光金,2016/12,0.214557942,0.011163691,-0.017907534,0.957067086,1.305223802,28
2888 新光金,2016/06,0.214557942,0.009883936,-0.011290428,0.95964911,1.305223802,28
2888 新光金,2015/12,0.214557942,0.010536231,-0.003436643,0.958444015,1.305223802,28
2888 新光金,2015/06,0.214557942,0.01145967,0.004171697,0.954863102,1.305223802,28
2888 新光金,2014/12,0.214557942,0.011167192,0.007622622,0.955088848,1.305223802,28
2888 新光金,2014/06,0.214557942,0.010595946,0.009996001,0.95472911,1.305223802,28
2889 國票金,2024/12,0.214557942,0.01345369,0.00500948,0.877495527,1.305223802,28
2889 國票金,2024/06,0.214557942,0.01120174,-0.011649541,0.877619228,1.305223802,28
2889 國票金,2023/12,0.214557942,0.017845325,-0.030180754,0.86592511,1.305223802,28
2889 國票金,2023/06,0.214557942,0.015737245,-0.042865088,0.874528782,1.305223802,28
2889 國票金,2022/12,0.214557942,0.01239294,0.026655762,0.882332957,1.305223802,28
2889 國票金,2022/06,0.214557942,0.010977492,0.028475238,0.888027013,1.305223802,28
2889 國票金,2021/12,0.214557942,0.018650502,-0.022949065,0.873719326,1.305223802,28
2889 國票金,2021/06,0.214557942,0.022911159,-0.011585031,0.870096714,1.305223802,28
2889 國票金,2020/12,0.214557942,0.017495242,0.001446017,0.865077187,1.305223802,28
2889 國票金,2020/06,0.214557942,0.01268859,-0.021319204,0.86616954,1.305223802,28
2889 國票金,2019/12,0.214557942,0.01621842,0.050284459,0.860970377,1.305223802,28
2889 國票金,2019/06,0.214557942,0.011713014,-0.003114516,0.870171876,1.305223802,28
2889 國票金,2018/12,0.214557942,0.013037013,0.053416797,0.870062607,1.305223802,28
2889 國票金,2018/06,0.214557942,0.010724031,0.009124309,0.866546275,1.305223802,28
2889 國票金,2017/12,0.214557942,0.014850811,-0.083387913,0.86686845,1.305223802,28
2889 國票金,2017/06,0.214557942,0.011156236,-0.056159364,0.856162298,1.305223802,28
2889 國票金,2016/12,0.214557942,0.013829548,-0.024643115,0.863246434,1.305223802,28
2889 國票金,2016/06,0.214557942,0.010686137,-0.04638912,0.860230643,1.305223802,28
2889 國票金,2015/12,0.214557942,0.01092591,0.019427263,0.867857045,1.305223802,28
2889 國票金,2015/06,0.214557942,0.009387888,-0.032769495,0.85386464,1.305223802,28
2889 國票金,2014/12,0.214557942,0.012829112,-0.018359126,0.848602094,1.305223802,28
2889 國票金,2014/06,0.214557942,0.009560506,-0.024789203,0.85713241,1.305223802,28
2890 永豐金,2024/12,0.214557942,0.025445275,-0.001114161,0.933073315,1.305223802,28
2890 永豐金,2024/06,0.214557942,0.022700353,-0.017495103,0.93435416,1.305223802,28
2890 永豐金,2023/12,0.214557942,0.0229479,-0.05808411,0.932045271,1.305223802,28
2890 永豐金,2023/06,0.214557942,0.019503441,-0.044429032,0.935797675,1.305223802,28
2890 永豐金,2022/12,0.214557942,0.020145729,0.039852771,0.940504897,1.305223802,28
2890 永豐金,2022/06,0.214557942,0.018647903,-0.018326728,0.937887713,1.305223802,28
2890 永豐金,2021/12,0.214557942,0.019266797,0.037088822,0.931671814,1.305223802,28
2890 永豐金,2021/06,0.214557942,0.020023911,0.006093038,0.928069579,1.305223802,28
2890 永豐金,2020/12,0.214557942,0.017059592,-0.000273625,0.927277469,1.305223802,28
2890 永豐金,2020/06,0.214557942,0.014809308,-0.018275187,0.926186895,1.305223802,28
2890 永豐金,2019/12,0.214557942,0.017603696,0.040315588,0.919063833,1.305223802,28
2890 永豐金,2019/06,0.214557942,0.014921021,0.014442192,0.919515282,1.305223802,28
2890 永豐金,2018/12,0.214557942,0.016975372,0.01146245,0.911633691,1.305223802,28
2890 永豐金,2018/06,0.214557942,0.014065808,-0.015527184,0.914502369,1.305223802,28
2890 永豐金,2017/12,0.214557942,0.015975133,-0.029154773,0.913542343,1.305223802,28
2890 永豐金,2017/06,0.214557942,0.012489728,-0.015028171,0.920065115,1.305223802,28
2890 永豐金,2016/12,0.214557942,0.014304746,0.06370366,0.92024806,1.305223802,28
2890 永豐金,2016/06,0.214557942,0.012918396,0.059763668,0.917883002,1.305223802,28
2890 永豐金,2015/12,0.214557942,0.015908816,-0.012939302,0.917035499,1.305223802,28
2890 永豐金,2015/06,0.214557942,0.013627787,-0.000679654,0.918499861,1.305223802,28
2890 永豐金,2014/12,0.214557942,0.016949934,-0.008643798,0.919035543,1.305223802,28
2890 永豐金,2014/06,0.214557942,0.01343157,0.001137283,0.926063646,1.305223802,28
2891 中信金,2024/12,0.214557942,0.028472053,-0.007846548,0.942265354,1.305223802,28
2891 中信金,2024/06,0.214557942,0.025682306,-0.003438614,0.94376884,1.305223802,28
2891 中信金,2023/12,0.214557942,0.026231641,-0.002105869,0.943962212,1.305223802,28
2891 中信金,2023/06,0.214557942,0.024060861,-0.008447933,0.946717415,1.305223802,28
2891 中信金,2022/12,0.214557942,0.023755616,0.012909516,0.949119538,1.305223802,28
2891 中信金,2022/06,0.214557942,0.024089737,0.003265773,0.94965481,1.305223802,28
2891 中信金,2021/12,0.214557942,0.025070938,-0.005156129,0.936105061,1.305223802,28
2891 中信金,2021/06,0.214557942,0.026751808,-0.001667167,0.935938969,1.305223802,28
2891 中信金,2020/12,0.214557942,0.021976123,0.030710137,0.938743974,1.305223802,28
2891 中信金,2020/06,0.214557942,0.019112566,-0.004231139,0.943345801,1.305223802,28
2891 中信金,2019/12,0.214557942,0.020051489,-0.008066975,0.938705064,1.305223802,28
2891 中信金,2019/06,0.214557942,0.016606542,-0.006815425,0.941163746,1.305223802,28
2891 中信金,2018/12,0.214557942,0.017877546,0.005242193,0.945222506,1.305223802,28
2891 中信金,2018/06,0.214557942,0.016054805,0.001115066,0.943585977,1.305223802,28
2891 中信金,2017/12,0.214557942,0.016584547,-0.000376951,0.939898861,1.305223802,28
2891 中信金,2017/06,0.214557942,0.013942762,-0.000840971,0.943999088,1.305223802,28
2891 中信金,2016/12,0.214557942,0.014012688,-0.011424077,0.94168614,1.305223802,28
2891 中信金,2016/06,0.214557942,0.011373478,-0.0232856,0.94079833,1.305223802,28
2891 中信金,2015/12,0.214557942,0.014972005,0.031209095,0.939603884,1.305223802,28
2891 中信金,2015/06,0.214557942,0.013640381,0.006943458,0.93899191,1.305223802,28
2891 中信金,2014/12,0.214557942,0.016052652,0.022133153,0.937220388,1.305223802,28
2891 中信金,2014/06,0.214557942,0.013882034,0.020330208,0.936891295,1.305223802,28
2892 第一金,2024/12,0.214557942,0.01678257,-0.018855673,0.943056578,1.305223802,28
2892 第一金,2024/06,0.214557942,0.014509782,-0.0032026,0.944937219,1.305223802,28
2892 第一金,2023/12,0.214557942,0.015562397,0.00312607,0.943910277,1.305223802,28
2892 第一金,2023/06,0.214557942,0.014046448,-0.013656187,0.944718922,1.305223802,28
2892 第一金,2022/12,0.214557942,0.014709676,0.006961368,0.946088043,1.305223802,28
2892 第一金,2022/06,0.214557942,0.012608433,-0.009567578,0.946348311,1.305223802,28
2892 第一金,2021/12,0.214557942,0.014753576,0.022571444,0.939954213,1.305223802,28
2892 第一金,2021/06,0.214557942,0.016311342,0.003404315,0.936352167,1.305223802,28
2892 第一金,2020/12,0.214557942,0.01364562,-0.015578739,0.936698591,1.305223802,28
2892 第一金,2020/06,0.214557942,0.012356733,-0.030471152,0.934374653,1.305223802,28
2892 第一金,2019/12,0.214557942,0.014999498,0.024750362,0.931478495,1.305223802,28
2892 第一金,2019/06,0.214557942,0.01293645,-0.006649357,0.929623654,1.305223802,28
2892 第一金,2018/12,0.214557942,0.01446125,0.005650172,0.930054932,1.305223802,28
2892 第一金,2018/06,0.214557942,0.012283167,0.029274841,0.931092185,1.305223802,28
2892 第一金,2017/12,0.214557942,0.014433841,-0.004117105,0.927089334,1.305223802,28
2892 第一金,2017/06,0.214557942,0.01276223,-0.013040228,0.926924344,1.305223802,28
2892 第一金,2016/12,0.214557942,0.015643854,-0.010136731,0.924432464,1.305223802,28
2892 第一金,2016/06,0.214557942,0.012534943,-0.019148028,0.925211224,1.305223802,28
2892 第一金,2015/12,0.214557942,0.015383817,0.020320262,0.924808087,1.305223802,28
2892 第一金,2015/06,0.214557942,0.013061568,0.02934268,0.93526402,1.305223802,28
2892 第一金,2014/12,0.214557942,0.015092308,0.012753023,0.934467044,1.305223802,28
2892 第一金,2014/06,0.214557942,0.012695492,0.024860434,0.937527123,1.305223802,28
